C05488	11-Deoxycortisol
C20654	3-Benzylmalic acid
C00671	(S)-3-Methyl-2-oxopentanoic acid
C21292	Maduropeptin chromophore
C18630	Nogalaviketone
C00999	Ferrocytochrome b5
C03681	5alpha-Pregnane-3,20-dione
C00408	L-Pipecolate
C01144	(S)-3-Hydroxybutanoyl-CoA
C00751	Squalene
C00222	3-Oxopropanoate
C03646	Bis-gamma-glutamylcystine
C18910	2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one
C05957	Prostaglandin J2
C00748	Siroheme
C03614	Inosine 5'-tetraphosphate
C22039	2-Carboxy-1,4-naphthoquinone
C07481	Caffeine
C14873	Thiodiacetic acid sulfoxide
C01879	5-Oxoproline
C06553	N-Isopropylammelide
C00082	L-Tyrosine
C14762	13(S)-HODE
C03921	2-Dehydro-3-deoxy-D-glucarate
C01498	Gelatine
C03029	Transferrin[Fe(II)]2
C00544	Homogentisate
C16562	Glutathionylspermine
C15800	3-Dehydro-6-deoxoteasterone
C16365	5-Acetylamino-6-formylamino-3-methyluracil
C00919	Choline sulfate
C13550	Cerebrosterol
C15523	2,6-Dihydroxynicotinate
C00734	Chitosan
C17696	Valienone
C00645	N-Acetyl-D-mannosamine
C05607	Phenyllactate
C03519	N-Acetyl-L-phenylalanine
C20418	N,N'-Diacetyllegionaminate
C16154	UDP-L-Ara4FN
C00388	Histamine
C06899	Chloral hydrate
C00268	Dihydrobiopterin
C00916	Cephalosporin C
C00386	Carnosine
C16511	L-Homocysteic acid
C16366	5-Acetylamino-6-amino-3-methyluracil
C14818	Fe2+
C16564	Bis(glutathionyl)spermine disulfide
C00114	Choline
C00185	Cellobiose
C21219	Validoxylamine A 7'-phosphate
C04044	3-(2,3-Dihydroxyphenyl)propanoate
C06890	Ceftizoxime
C02249	Arachidonyl-CoA
C00109	2-Oxobutanoate
C00108	Anthranilate
C21110	Monodechloroaminopyrrolnitrin
C00811	4-Coumarate
C00778	Rhodopsin
C01563	Carbamate
C17586	Butirosin B
C05515	5-Ureido-4-imidazole carboxylate
C00397	Tobramycin
C00868	tRNA uridine
C05646	5-Hydroxyindolepyruvate
C21066	D-Galactofuranose
C15778	5,7,24(28)-Ergostatrienol
C00212	Adenosine
C14870	2-Bromoacetaldehyde
C00992	Aquacob(III)alamin
C16155	UDP-L-Ara4O
C04409	2-Amino-3-carboxymuconate semialdehyde
C00269	CDP-diacylglycerol
C03373	Aminoimidazole ribotide
C02247	Anthraniloyl-CoA
C12137	Pelargonidin 3-O-glucoside
C03512	L-Tryptophanyl-tRNA(Trp)
C05500	20alpha-Hydroxycholesterol
C05754	trans-Dec-2-enoyl-[acp]
C18042	5alpha-Pregnane-3alpha,20alpha-diol
C16546	N-Desmethyltamoxifen
C02876	Propanoyl phosphate
C00213	Sarcosine
C18337	9,14-Decaketide intermediate 1
C05723	Poly-gamma-D-glutamate
C05904	Pelargonidin
C02280	GDP-L-galactose
C11135	Androsterone glucuronide
C17027	L-Pyrrolysyl-tRNA(Pyl)
C16114	Cholecystokinin-8
C06789	Tetrachloroethene
C12049	Neocarzinostatin chromophore
C00288	HCO3-
C02814	Benzene-1,2,4-triol
C01326	Hydrogen cyanide
C16576	Norcodeine
C00517	Hexadecanal
C15606	1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one
C05631	Eriodictyol
C05528	3-Sulfopyruvate
C04268	dTDP-4-amino-4,6-dideoxy-D-glucose
C01228	Guanosine 3',5'-bis(diphosphate)
C06655	L-N2-(2-Carboxyethyl)arginine
C21337	Calicheamicinone
C03440	cis-4-Hydroxy-D-proline
C00581	Guanidinoacetate
C02265	D-Phenylalanine
C05582	Homovanillate
C07446	Isonicotinic acid
C06231	Ectoine
C03692	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol
C01286	2-Dehydro-3-deoxy-6-phospho-D-galactonate
C16204	1,2-Anthracenediol
C05264	(S)-Hydroxydecanoyl-CoA
C17352	Isonocardicin C
C02355	2',3'-Cyclic UMP
C12421	Aklanonate
C21344	2-Methoxyorsellinate-[acp]
C03619	Methyl beta-D-galactoside
C05440	Ergosta-5,7,22,24(28)-tetraen-3beta-ol
C16157	Undecaprenyl phosphate alpha-L-Ara4N
C05133	4-Imidazolone-5-acetate
C17241	4-Methylthiobutanaldoxime
C12210	UDP-3-ketoglucose
C14866	Chloral
C02075	Retinyl ester
C00016	FAD
C00331	Indolepyruvate
C21644	5-Dehydro-L-gluconate
C05726	S-Substituted L-cysteine
C03223	3,4-Dihydroxyphthalate
C17249	7-Methylthioheptanaldoxime
C00853	Cob(I)alamin
C00842	dTDP-glucose
C06753	2-Chloroethanol
C11174	1-Diphosinositol pentakisphosphate
C07032	N-Acetylpuromycin
C06457	Bialaphos
C21988	H. pylori KDO2-lipid A
C03642	Taurolithocholate sulfate
C00489	Glutarate
C14765	13-OxoODE
C00238	Potassium cation
C01717	4-Hydroxy-2-quinolinecarboxylic acid
C00194	Cobamide coenzyme
C21923	9-Hydroxy-12-oxo-10(E),15(Z)-octadecadienoic acid
C01847	Reduced FMN
C02953	7,8-Dihydrobiopterin
C12203	5-Hydroxyferuloyl-CoA
C21510	Nickel-sirohydrochlorin
C01987	2-Aminophenol
C01673	Calcitriol
C04216	all-trans-Heptaprenyl diphosphate
C05475	11beta,21-Dihydroxy-5beta-pregnane-3,20-dione
C03344	2-Methylacetoacetyl-CoA
C01227	Dehydroepiandrosterone
C05483	3alpha,20alpha,21-Trihydroxy-5beta-pregnan-11-one
C01944	Octanoyl-CoA
C05831	3-Methoxyanthranilate
C09818	E-Phenylitaconyl-CoA
C02378	6-Aminohexanoate
C04536	Magnesium protoporphyrin monomethyl ester
C11596	FMLP
C20879	Very-long-chain trans-2,3-dehydroacyl-CoA
C16532	Tetracosenoyl-CoA
C18153	3-Hydroxyethylbacteriochlorophyllide a
C01617	Taxifolin
C22085	Urea-1,3-dicarboxylate
C04225	(Z)-But-2-ene-1,2,3-tricarboxylate
C17251	8-Methylthiooctanaldoxime
C19592	alpha-(1,2-Dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde
C00957	Mercaptopyruvate
C00647	Pyridoxamine phosphate
C11062	4-Hydroxybutyryl-CoA
C20581	cis-(Homo)2-aconitate
C05247	10-Hydroxydihydrosanguinarine
C00435	Oxidized rubredoxin
C01768	(Alginate)n
C00017	Protein
C15794	Castasterone
C00091	Succinyl-CoA
C03179	Transferrin[Fe(III)]2
C08281	Docosanoic acid
C14717	15-Deoxy-Delta12,14-PGJ2
C00002	ATP
C01304	2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one
C11583	4-Glutathionyl cyclophosphamide
C02501	2-Hydroxymuconate
C20319	Hydronitroxide radical
C21094	7,8-Dihydromonapterin 3'-triphosphate
C07643	4-Hydroxycyclophosphamide
C16519	2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate
C15813	Adenylyl-[sulfur-carrier protein]
C03871	L-2-Amino-6-oxoheptanedioate
C01210	N-Methylethanolamine phosphate
C04282	1-Pyrroline-4-hydroxy-2-carboxylate
C06416	Precorrin 5
C00365	dUMP
C15797	22alpha-Hydroxy-5alpha-campestan-3-one
C01345	dITP
C21951	(13Z,16Z,19Z,22Z,25Z)-Octacosapentaenoyl-CoA
C07645	Aldophosphamide
C20527	Emindole SB
C03722	Quinolinate
C18327	7,9,12-Octaketide intermediate 1
C05140	16alpha-Hydroxyandrost-4-ene-3,17-dione
C11540	Cobalt-precorrin 4
C21268	6'-Oxo-G418
C19489	1a,11b-Dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene
C00083	Malonyl-CoA
C02977	GDP-6-deoxy-D-talose
C05779	Apoferritin
C15783	5-Dehydroavenasterol
C05805	2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone
C17367	(3S,5S)-Carbapenam-3-carboxylic acid
C05668	3-Hydroxypropionyl-CoA
C00270	N-Acetylneuraminate
C03273	5-Oxopentanoate
C06090	ent-Kaurene
C21263	6'''-Deamino-6'''-oxoparomomycin II
C00251	Chorismate
C00262	Hypoxanthine
C02335	beta-Alanyl-CoA
C05774	Cobinamide
C14815	5,6-Epoxytetraene
C00252	Isomaltose
C03442	dTDP-L-dihydrostreptose
C04330	5,10-Methenyltetrahydromethanopterin
C04246	But-2-enoyl-[acyl-carrier protein]
C06670	2,4-Dichlorobenzoate
C12424	Aklavinone
C05981	Phosphatidylinositol-3,4,5-trisphosphate
C05262	(S)-3-Hydroxydodecanoyl-CoA
C16680	all-trans-5,6-Epoxyretinoic acid
C18040	5alpha-Dihydrodeoxycorticosterone
C16310	3-Hexenal
C01004	N-Methylnicotinate
C16453	4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone
C17253	9-Methylthiononanaldoxime
C09704	Nerolidol
C05755	Decanoyl-[acp]
C06551	Atrazine
C12461	L-Tyrosyl-[pcp]
C01260	P1,P4-Bis(5'-adenosyl)tetraphosphate
C06658	Proclavaminic acid
C02033	Gentamicin C2
C07644	4-Ketocyclophosphamide
C05996	Branched chain fatty acid
C07111	Ethylbenzene
C11588	cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol
C02488	(R)-2-Ethylmalate
C11714	1-Naphthol
C00076	Calcium cation
C11700	10-Deacetylbaccatin III
C11150	Trichloroacetate
C07447	Acetylhydrazine
C02226	2-Methylmaleate
C20277	(2R,3R)-3-Methylornithine
C17588	6'''-Deamino-6'''-hydroxyneomycin C
C21340	Calicheamicin PsAg
C17936	Phaeomelanin
C01694	Ergosterol
C02199	UDP-L-rhamnose
C00187	Cholesterol
C03366	5-Phosphooxy-L-lysine
C20509	2'-Dehydrokanamycin A
C01571	Decanoic acid
C16320	Colnelenic acid
C16163	(6Z,9Z,12Z,15Z)-Octadecatetraenoyl-CoA
C16657	2-Propylsuccinic acid
C18008	4-(gamma-L-Glutamylamino)butanoyl-[acp]
C01028	N6-Hydroxy-L-lysine
C14850	Benzo[a]pyrene-7,8-oxide
C06364	1,2-Diacyl-3-alpha-D-glucosyl-sn-glycerol
C20666	5-Oxo-delta-bilirubin
C07496	Carbamazepine-10,11-epoxide
C05337	Chenodeoxycholoyl-CoA
C06394	delta-Cadinene
C03511	L-Phenylalanyl-tRNA(Phe)
C00621	Dolichyl diphosphate
C19596	Lipooligosaccharide
C18098	Primary fluorescent chlorophyll catabolite
C08359	2-Methoxyestradiol-17beta 3-sulfate
C00978	N-Acetylserotonin
C05385	D-Glucuronate 1-phosphate
C03149	N-Phosphotaurocyamine
C05680	N-Dimethyl-2-aminoethylphosphonate
C01170	UDP-N-acetyl-D-mannosamine
C06868	Carbamazepine
C16683	4-Oxoretinol
C18319	2-Methylbutyrate
C01417	Cyanate
C16561	Monoethylglycinexylidide
C20424	2,4-Diacetamido-2,4,6-trideoxy-D-mannopyranose
C02172	N-Acetylisatin
C00792	D-Arginine
C01204	Phytic acid
C16169	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA
C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate
C00121	D-Ribose
C01250	N-Acetyl-L-glutamate 5-semialdehyde
C17254	8-Methylthiooctyl glucosinolate
C06804	Acetaminophen
C16587	3-Carbamoyl-2-phenylpropionaldehyde
C19565	4-Hydroxy-1-(3-pyridinyl)-1-butanone
C20574	(1'S,5'S)-Averufin
C16170	(7Z,10Z,13Z,16Z)-Docosatetraenoyl-CoA
C05753	3-Oxodecanoyl-[acp]
C00636	D-Mannose 1-phosphate
C04563	D-myo-Inositol 1,2,4,5,6-pentakisphosphate
C16607	Citalopram N-oxide
C00098	Oligopeptide
C04729	trans-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide
C05579	Indole-5,6-quinone
C00140	N-Acetyl-D-glucosamine
C11984	Avermectin A1a
C00426	Dermatan sulfate
C00154	Palmitoyl-CoA
C21404	N-Ethylacetamide
C16343	Heptadecatrienal
C20575	Versicolorin B
C17218	2-(4'-Methylthio)butylmalic acid
C05842	N1-Methyl-2-pyridone-5-carboxamide
C00280	Androstenedione
C05485	21-Hydroxypregnenolone
C02483	gamma-Tocopherol
C05684	Selenite
C16601	2-Hydroxycarbamazepine
C00170	5'-Methylthioadenosine
C00818	D-Glucarate
C17694	5-epi-Valiolone
C20856	2-Hydroxy-5-methyl-1-naphthoate
C03078	4-Guanidinobutanamide
C17351	Nocardicin C
C00876	Coenzyme F420
C14801	1-Nitro-5,6-dihydroxy-dihydronaphthalene
C01168	Pseudouridine 5'-phosphate
C04434	(1E)-4-Oxobut-1-ene-1,2,4-tricarboxylate
C02431	L-Rhamnofuranose
C03289	L-xylo-Hexulonolactone
C18044	3beta-Hydroxypregn-5-en-20-one sulfate
C04133	N-Acetyl-L-glutamate 5-phosphate
C01516	Morphine
C01068	D-Ribitol 5-phosphate
C01112	D-Arabinose 5-phosphate
C13952	UDP-N-acetyl-D-galactosaminuronic acid
C12368	Tetracenomycin D3
C15975	[Dihydrolipoyllysine-residu
C17697	Valienone 7-phosphate
C00089	Sucrose
C15885	2,2'-Diketospirilloxanthin
C21874	Aurachin B epoxide
C18156	Bacteriochlorophyllide b
C15878	Rhodovibrin
C06427	(9Z,12Z,15Z)-Octadecatrienoic acid
C00580	Dimethyl sulfide
C16659	2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine
C07103	2-Hydroxy-1,4-benzoquinone
C07184	Valacyclovir
C14787	(1S,2R)-Naphthalene 1,2-oxide
C20566	7,8-Dihydroneopterin 2'-phosphate
C17951	N-Acetylbialaphos
C14843	4-Bromocatechol
C04807	6-Hydroxymethyl-7,8-dihydropterin diphosphate
C11136	Etiocholan-3alpha-ol-17-one 3-glucuronide
C05812	2-Octaprenyl-6-methoxyphenol
C12320	dTDP-L-4-oxovancosamine
C06677	Toluene-4-sulfonate
C18321	trans,octacis-Decaprenyl diphosphate
C16630	5,6-Dihydro-5-fluorouracil
C17236	3-Phenylpropionaldoxim
C05756	3-Oxododecanoyl-[acp]
C00996	Ferricytochrome b5
C00361	dGDP
C05143	Dhurrin
C11928	dTDP-4-oxo-2,6-dideoxy-D-allose
C07092	1,4-Dichlorobenzene
C00546	Methylglyoxal
C05811	2-Octaprenyl-6-hydroxyphenol
C07648	Thioguanine
C17256	2-Methylpropyl glucosinolate
C08590	Zeinoxanthin
C01290	Lactosylceramide
C04233	2-Acyl-sn-glycero-3-phosphocholine
C13050	Cyclic ADP-ribose
C01176	17alpha-Hydroxyprogesterone
C11354	2-Hydroxy-cis-hex-2,4-dienoate
C21981	(6Z,9Z)-Hexadecadienoyl-CoA
C18064	Pyropheophorbide a
C17622	(6E)-8-Oxogeranial
C21266	3''-Amino-3''-deoxygentamicin A2
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA
C20374	Enoylglutaryl-[acp] methyl ester
C21256	6'-Oxolividamine
C21372	3-Phosphinomethylmalate
C02191	Protoporphyrin
C20981	5,10-Dihydrophenazine-1-carboxylate
C00791	Creatinine
C00658	trans-2,3-Dehydroacyl-CoA
C11453	2-C-Methyl-D-erythritol 2,4-cyclodiphosphate
C00446	alpha-D-Galactose 1-phosphate
C06161	(S)-Coclaurine
C00721	Dextrin
C17702	Gentamicin X2
C00301	ADP-ribose
C00739	D-Lysine
C05585	Gentisate aldehyde
C11901	Copalyl diphosphate
C16356	1,7-Dimethyluric acid
C01107	(R)-5-Phosphomevalonate
C07086	Phenylacetic acid
C08614	Violaxanthin
C01904	D-Arabitol
C14856	7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene
C00880	D-Galactonate
C06624	Oxytetracycline
C03618	L-threo-3-Methylaspartate
C06561	Naringenin chalcone
C12441	18-Carbamoyl-3,5,7,9,11,13,15,17-octaoxooctadecanoyl-[acp]
C16648	2-n-Propyl-4-pentenoic acid
C05123	2-Hydroxyethanesulfonate
C05560	L-2-Aminoadipate adenylate
C06569	7a-Hydroxy-O-carbamoyl-deacetylcephalosporin C
C00518	Hyaluronate
C01037	7,8-Diaminononanoate
C02512	3-Cyano-L-alanine
C01724	Lanosterol
C04752	4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate
C16596	5-Phenyl-1,3-oxazinane-2,4-dione
C14556	9-Hydroxybenzo[a]pyrene
C05258	(S)-3-Hydroxyhexadecanoyl-CoA
C16162	(9Z,12Z,15Z)-Octadecatrienoyl-CoA
C05745	Butyryl-[acp]
C19892	4'-Apo-beta,psi-caroten-4'-al
C00455	Nicotinamide D-ribonucleotide
C00234	10-Formyltetrahydrofolate
C16613	6-Thiourate
C07044	Hydroxyurea
C00198	D-Glucono-1,5-lactone
C00013	Diphosphate
C03063	2-Oxohept-3-enedioate
C21724	Biliverdin-IX-beta
C01273	2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate
C15786	5alpha-Campestan-3-one
C12248	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate
C21105	5-Chloro-2-hydroxy-p-benzoquinone
C05679	N-Monomethyl-2-aminoethylphosphonate
C05634	5-Hydroxyindoleacetaldehyde
C00147	Adenine
C06801	Tetracenomycin C
C05915	Lumirhodopsin
C18129	Monolysocardiolipin
C17017	Cyclic dehypoxanthine futalosine
C00498	ADP-glucose
C02765	(+)-Pseudoephedrine
C11143	Dimethyl sulfoxide
C03719	Phenylacetothiohydroximate
C02370	4-Chlorobenzoate
C18330	7,9,12-Decaketide intermediate 1
C02504	alpha-Isopropylmalate
C03284	L-3-Aminoisobutanoate
C05768	Coproporphyrinogen I
C13425	3-Hexaprenyl-4-hydroxybenzoate
C21723	Biliverdin-IX-delta
C05499	17alpha,20alpha-Dihydroxycholesterol
C21572	2-Methyl-3-n-amyl-pyrrole
C21483	1-Octadecanoyl-2-(15S-hydroperoxy-5Z,8Z,11Z,13E-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine
C21330	Aurachin C
C19847	Demethylmenaquinol
C16186	L-Ascorbate 6-phosphate
C15699	gamma-L-Glutamylputrescine
C06689	Vancomycin
C16641	Irinotecan
C04056	9-cis,11-trans-Octadecadienoate
C06400	1-alpha-D-[(1->4)-alpha-D-Glucosyl](n-1)-alpha-D-glucopyranoside
C00097	L-Cysteine
C02123	3-Propylmalate
C00311	Isocitrate
C17226	2-(6'-Methylthio)hexylmalic acid
C06587	2-Hydroxy-6-oxo-6-(4'-chlorophenyl)-hexa-2,4-dienoate
C18231	Calcitetrol
C14814	11,14,15-THETA
C01297	6-Hydroxypseudooxynicotine
C03341	2-Amino-4-oxopentanoic acid
C03594	7alpha-Hydroxycholesterol
C06600	2,5-Dichlorohydroquinone
C00552	meso-Tartaric acid
C16172	(6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA
C04438	1-Acyl-sn-glycero-3-phosphoethanolamine
C01033	2-Methylbutanoyl-CoA
C18043	Cholesterol sulfate
C01630	Xylobiose
C00227	Acetyl phosphate
C05762	3-Oxohexadecanoyl-[acp]
C01056	(S)-6-Hydroxynicotine
C21998	H. pylori KDO-lipid A
C04872	1,2-Diacyl-3-[3-(alpha-D-N-acetylneuraminyl)-beta-D-galactosyl]-sn-glycerol
C00669	gamma-L-Glutamyl-L-cysteine
C05467	3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA
C13624	Bisphenol A
C01005	O-Phospho-L-serine
C21135	Violaceinic acid
C05570	Ergothioneine
C00689	alpha,alpha'-Trehalose 6-phosphate
C00663	beta-D-Glucose 1-phosphate
C01181	4-Trimethylammoniobutanoate
C21512	15,17(3)-Seco-F430-17(3)-acid
C01352	FADH2
C01438	Methane
C16698	N-Acetylmuramic acid 6-phosphate
C05455	7alpha-Hydroxycholest-4-en-3-one
C11863	Gibberellin A9
C21565	Prodigiosin
C01061	4-Fumarylacetoacetate
C01996	Acetylcholine
C16325	10-OPDA
C00519	Hypotaurine
C01243	1D-myo-Inositol 1,3,4-trisphosphate
C14527	Methyl methacrylate
C00081	ITP
C01102	O-Phospho-L-homoserine
C01743	Paromamine
C05819	Menaquinol
C00184	Glycerone
C10793	Geranylhydroquinone
C18003	Lividomycin B
C04598	2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine
C07151	Metformin
C21204	5-epi-Valiolol 7-phosphate
C18287	Monocyte locomotion inhibitory factor
C03409	N-Formimino-L-aspartate
C01259	(3S)-3-Hydroxy-N6,N6,N6-trimethyl-L-lysine
C17245	5-Methylthiopentanaldoxime
C13252	Carmofur
C07501	Felbamate
C18039	Aldosterone hemiacetal
C06082	Abscisate
C07338	(9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoic acid
C19787	5'-S-Methyl-5'-thioinosine
C05639	4,6-Dihydroxyquinoline
C05955	Prostaglandin C2
C17279	Ximenoyl-CoA
C06156	alpha-D-Glucosamine 1-phosphate
C00491	L-Cystine
C04742	(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate
C00257	D-Gluconic acid
C20120	S-Farnesyl protein
C16614	6-Methylmercaptopurine
C20378	Enoylpimeloyl-[acp] methyl ester
C15811	[Enzyme]-cysteine
C02321	cis-1,4-Polyisoprene
C00189	Ethanolamine
C00607	Chondroitin sulfate
C14795	2,3-Dinor-8-iso prostaglandin F1alpha
C21257	4'-Oxolividamine
C06609	trans-1,3-Dichloropropene
C19795	1-Hydroxy-1,2-dihydrolycopene
C06321	(1R,6S)-1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate
C00545	L-Arabinonate
C12382	4-Demethylpremithramycinone
C12367	Tetracenomycin F1
C11994	10-Deoxymethymycin
C21325	Azatyrosine
C00555	4-Aminobutyraldehyde
C05338	4-Hydroxyphenylacetyl-CoA
C00644	D-Mannitol 1-phosphate
C04037	1-Phospho-alpha-D-galacturonate
C18029	dTDP-3-oxo-2,6-dideoxy-D-glucose
C06041	Glycerophosphoglycoglycerolipid
C02553	L-Seryl-tRNA(Ser)
C02989	L-Methionine S-oxide
C00643	5-Hydroxy-L-tryptophan
C11448	3,4-Dihydro-7-methoxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carbonyl-CoA
C05931	N-Succinyl-L-glutamate
C14749	19(S)-HETE
C06730	4-Methylcatechol
C16603	2,3-Dihydroxycarbamazepine
C01146	2-Hydroxy-3-oxopropanoate
C01832	Lauroyl-CoA
C00065	L-Serine
C02110	11-cis-Retinal
C00845	2-Furoyl-CoA
C22122	Episterone
C02723	N-Methylputrescine
C18035	dTDP-3-methyl-4-oxo-2,6-dideoxy-D-glucose
C00984	alpha-D-Galactose
C14877	S-[2-(N7-Guanyl)ethyl]-N-acetyl-L-cysteine
C01414	Casbene
C04895	7,8-Dihydroneopterin 3'-triphosphate
C21748	5-Fluorouridine diphosphate
C02266	D-Xylonolactone
C03972	2,3,4,5-Tetrahydrodipicolinate
C00401	Chondroitin
C20571	alpha-1,5-L-Arabinotriose
C00334	4-Aminobutanoate
C01542	o-Cresol
C01561	Calcidiol
C15522	4a-Hydroxytetrahydrobiopterin
C14864	S-(2-Chloroacetyl)glutathione
C05402	Melibiose
C14809	Trioxilin A3
C14788	1-Nitrosonaphthalene
C16476	4-Fluoromuconolactone
C21759	Isonicotinoyl-NAD adduct
C02225	2-Methylcitrate
C01211	Procollagen 5-hydroxy-L-lysine
C15492	all-trans-13,14-Dihydroretinol
C06635	Erythronolide B
C12435	6-Deoxydihydrokalafungin
C03046	(S,S)-Butane-2,3-diol
C03652	(2R,3S)-2,3-Dimethylmalate
C06112	L-Glutamyl-tRNA(Gln)
C07354	(7S,8S)-DiHODE
C00344	Phosphatidylglycerol
C00445	5,10-Methenyltetrahydrofolate
C21479	RSL3
C03267	beta-D-Fructose 2-phosphate
C03483	Adenosine tetraphosphate
C00679	5-Dehydro-4-deoxy-D-glucarate
C08407	Glucocochlearin
C04613	UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose
C18132	3''-Hydroxy-geranylhydroquinone
C02669	D-Galactono-1,5-lactone
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine
C20246	2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate
C17587	2'''-N-Acetyl-6'''-deamino-6'''-hydroxyneomycin C
C21324	3-Hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA
C03586	2-Oxo-2,3-dihydrofuran-5-acetate
C02960	Ceramide 1-phosphate
C05960	15-Keto-prostaglandin F2alpha
C21791	Rhodocytin
C05941	2-Oxo-4-hydroxy-5-aminovalerate
C07210	Zidovudine
C01164	7-Dehydrocholesterol
C18135	Dihydroshikonofuran
C04373	Etiocholanolone
C05444	3alpha,7alpha,26-Trihydroxy-5beta-cholestane
C22074	2-[(L-Alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate
C01236	D-Glucono-1,5-lactone 6-phosphate
C02990	L-Palmitoylcarnitine
C05759	3-Oxotetradecanoyl-[acp]
C06210	2-Hydroxy-6-keto-2,4-heptadienoate
C11933	dTDP-D-mycaminose
C01043	N-Carbamoylsarcosine
C00632	3-Hydroxyanthranilate
C19614	16-Oxopalmitate
C01894	Biotinyl-CoA
C20306	Methyldiazohydroxide
C05780	Apotransferrin
C19490	trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene
C17326	CDP-4-dehydro-3,6-dideoxy-D-glucose epimer
C03145	N-Formylmethionine
C16522	Icosatrienoic acid
C09955	Ochratoxin A
C16375	(3R,6Z,9Z,12Z,15Z,18Z,21Z)-3-Hydroxytetracosahexaenoyl-CoA
C05856	Thiamine aldehyde
C00969	3-Hydroxypropanal
C20315	(Z)-2-Methylpropanal oxime
C00561	Mandelonitrile
C21013	[Protein]-pyrraline
C16473	4-Fluorocatechol
C01221	Dihydrostreptomycin 6-phosphate
C00246	Butanoic acid
C20970	Angiotensin A
C15787	Campestanol
C01575	Ephedrine
C03196	(S)-2-Hydroxyglutarate
C06610	cis-1,3-Dichloropropene
C02375	4-Chlorocatechol
C02094	beta-Carotene
C01822	Kanamycin A
C00637	Indole-3-acetaldehyde
C07216	3-Methylbenzyl alcohol
C05974	2-Acyl-sn-glycero-3-phosphoserine
C06526	Quinine
C18001	Nebramycin 5'
C02059	Phylloquinone
C06178	1-Methylpyrrolinium
C05979	Propane-1-ol
C02463	Precorrin 2
C06062	Ceramide phosphoethanolamine
C00267	alpha-D-Glucose
C17231	3-(7'-Methylthio)heptylmalic acid
C05265	3-Oxodecanoyl-CoA
C19698	3,4-Bis(7-chloroindol-3-yl)pyrrole-2,5-dicarboxylate
C11427	1-Hydroxy-2-naphthaldehyde
C05949	12-Keto-leukotriene B4
C03715	O-Alkylglycerone phosphate
C01530	Octadecanoic acid
C18021	Pheophorbide a
C11158	Topotecan
C15924	L-Gulose 1-phosphate
C16309	Traumatin
C21269	Antibiotic JI-20Ba
C05378	beta-D-Fructose 1,6-bisphosphate
C12835	2,5-Dichloro-4-oxohex-2-enedioate
C03862	Dolichyl phosphate D-mannose
C20668	3-Dehydro-D-glucose 6-phosphate
C16156	Undecaprenyl phosphate alpha-L-Ara4FN
C21261	2'''-N-Acetyl-6'''-deamino-6'''-hydroxyparomomycin II
C20567	7,8-Dihydroneopterin 2',3'-cyclic phosphate
C11630	15,16-Dihydrobiliverdin
C16608	Demethylcitalopram
C00012	Peptide
C16550	Dechloroethylcyclophosphamide
C00120	Biotin
C16167	(9Z,12Z,15Z,18Z,21Z)-Tetracosapentaenoyl-CoA
C15556	L-3,4-Dihydroxybutan-2-one 4-phosphate
C04137	D-Octopine
C02350	(S)-Allantoin
